Product Code,Category,Item Name,Best Price,Best Unit Price,Item Price,Unit Price,Link,Price Was,Special Text,Complex Promo Text
3884820,Fruit & Vegetables,Coles Fresh Chillies Mixed | 200g,6.5,32.501,6.5,32.501,https://www.coles.com.au/product/coles-fresh-chillies-mixed-200g-3884820,,,
3878736,Fruit & Vegetables,Coles Kitchen Family Vegetable Medley | 750g,6.75,9.001,6.75,9.001,https://www.coles.com.au/product/coles-kitchen-family-vegetable-medley-750g-3878736,,,
3198458,Fruit & Vegetables,Coles Peanut Butter Pretzels | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-peanut-butter-pretzels-approx.-100g-3198458,,,
9135406,Fruit & Vegetables,Coles Symphony Lettuce Decorative | 1 each,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-symphony-lettuce-decorative-1-each-9135406,,,
5536981,Fruit & Vegetables,Fresh Half Honeydew Melon | 1 each,3.5,3.501,3.5,3.501,https://www.coles.com.au/product/fresh-half-honeydew-melon-1-each-5536981,,,
6133889,Fruit & Vegetables,Coles Kitchen Family Stir Fry Mix | 400g,3.5,8.751,3.5,8.751,https://www.coles.com.au/product/coles-kitchen-family-stir-fry-mix-400g-6133889,,,
5503494,Fruit & Vegetables,Coles Kitchen Classic Pasta Salad | 400g,5.8,14.501,5.8,14.501,https://www.coles.com.au/product/coles-kitchen-classic-pasta-salad-400g-5503494,,,
5508024,Fruit & Vegetables,Coles Kitchen Classic Potato Salad | 400g,5.8,14.501,5.8,14.501,https://www.coles.com.au/product/coles-kitchen-classic-potato-salad-400g-5508024,,,
3119190,Fruit & Vegetables,Coles Organic Pumpkin Butternut | approx 500g,3.25,6.501,3.25,6.501,https://www.coles.com.au/product/coles-organic-pumpkin-butternut-approx.-500g-each-3119190,,,
2823342,Fruit & Vegetables,Coles Organic Medjool Dates | 227g,6.5,28.631,6.5,28.631,https://www.coles.com.au/product/coles-organic-medjool-dates-227g-2823342,,,
8761656,Fruit & Vegetables,Fresh Jalapeno Chillies | approx 34g,1.02,30.001,1.02,30.001,https://www.coles.com.au/product/fresh-jalapeno-chillies-approx.-34g-each-8761656,,,
8412635,Fruit & Vegetables,Coles Crystalised Ginger | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-crystalised-ginger-approx.-100g-8412635,,,
5485993,Fruit & Vegetables,Coles Kitchen Salad Extra Creamy Coleslaw Kit | 500g,4.5,11.001,5.5,11.001,https://www.coles.com.au/product/coles-kitchen-salad-extra-creamy-coleslaw-kit-500g-5485993,,,
6051547,Fruit & Vegetables,Coles Kitchen Chilli Lime Crunchy Noodle Salad Kit | 350g,4.5,15.711,5.5,15.711,https://www.coles.com.au/product/coles-kitchen-chilli-lime-crunchy-noodle-salad-kit-350g-6051547,,,
4205264,Fruit & Vegetables,Coles Watermelon Seedless Whole | approx 8kg,28,3.501,28,3.501,https://www.coles.com.au/product/coles-watermelon-seedless-whole-approx.-8kg-each-4205264,,,
1110999,Fruit & Vegetables,Coles Habanero Chillies | approx 24g,0.72,30.001,0.72,30.001,https://www.coles.com.au/product/coles-habanero-chillies-approx.-24g-each-1110999,,,
3019898,Fruit & Vegetables,Coles Chocolate Almonds | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-chocolate-almonds-approx.-100g-3019898,,,
3592992,Fruit & Vegetables,Coles Pottle Roasted Salted Pistachios | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-pottle-roasted-salted-pistachios-approx.-100g-3592992,,,
2999327,Fruit & Vegetables,Gourmet Garden Lightly Dried Parsley Prepacked | 8g,4,5.001,4,5.001,https://www.coles.com.au/product/gourmet-garden-lightly-dried-parsley-prepacked-8g-2999327,,,
4912942,Fruit & Vegetables,Coles Yellow Squash loose | approx 50g,0.65,12.901,0.65,12.901,https://www.coles.com.au/product/coles-yellow-squash-loose-approx.-50g-each-4912942,,,
8412599,Fruit & Vegetables,Coles Pumpkin Seeds | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-pumpkin-seeds-approx.-100g-8412599,,,
4981027,Fruit & Vegetables,Coles Spinach Bunch | 1 each,4.9,4.901,4.9,4.901,https://www.coles.com.au/product/coles-spinach-bunch-1-each-4981027,,,
4481909,Fruit & Vegetables,Fresh Strawberries Medium | 500g,5.5,11.001,5.5,11.001,https://www.coles.com.au/product/fresh-strawberries-medium-500g-4481909,,,
5517025,Fruit & Vegetables,Coles Fresh Potato Egg & Bacon Salad | 250g,5.5,22.001,5.5,22.001,https://www.coles.com.au/product/coles-fresh-potato-egg-and-bacon-salad-250g-5517025,,,
5528586,Fruit & Vegetables,Coles Kitchen Thai Style Salad Kit | 315g,4.5,17.461,5.5,17.461,https://www.coles.com.au/product/coles-kitchen-thai-style-salad-kit-315g-5528586,,,
3812319,Fruit & Vegetables,Coles Pottle Roasted Salted Macadamias | approx 100g,5.7,57.001,5.7,57.001,https://www.coles.com.au/product/coles-pottle-roasted-salted-macadamias-approx.-100g-3812319,,,
5504613,Fruit & Vegetables,Coles Kitchen Classic Coleslaw Salad | 400g,5.8,14.501,5.8,14.501,https://www.coles.com.au/product/coles-kitchen-classic-coleslaw-salad-400g-5504613,,,
2985377,Fruit & Vegetables,Coles Organic Sweet Corn | 3 pack,8.5,2.831,8.5,2.831,https://www.coles.com.au/product/coles-organic-sweet-corn-3-pack-2985377,,,
7233448,Fruit & Vegetables,Coles Organic Cabbage Whole | 1 each,8.5,8.501,8.5,8.501,https://www.coles.com.au/product/coles-organic-cabbage-whole-1-each-7233448,,,
410319,Fruit & Vegetables,Coles Chestnuts Large | approx 200g,2.38,11.901,2.38,11.901,https://www.coles.com.au/product/coles-chestnuts-large-approx.-200g-each-410319,,,
3324767,Fruit & Vegetables,Coles Chilli & Maple Flavoured Cashews | approx 100g,3.5,35.001,3.5,35.001,https://www.coles.com.au/product/coles-chilli-and-maple-flavoured-cashews-approx.-100g-3324767,,,
4835466,Fruit & Vegetables,Coles White Flat Mushrooms | 375g,7,18.671,7,18.671,https://www.coles.com.au/product/coles-white-flat-mushrooms-375g-4835466,,,
5477420,Fruit & Vegetables,Coles Kitchen Classic Salad Veggie Pasta | 700g,7,10.001,7,10.001,https://www.coles.com.au/product/coles-kitchen-classic-salad-veggie-pasta-700g-5477420,,,
2313448,Fruit & Vegetables,Coles Kitchen Carrot Sticks | 150g,2,13.331,2,13.331,https://www.coles.com.au/product/coles-kitchen-carrot-sticks-150g-2313448,,,
5582887,Fruit & Vegetables,Coles Drinking Coconut | 1 each,3.9,3.901,3.9,3.901,https://www.coles.com.au/product/coles-drinking-coconut-1-each-5582887,,,
8382567,Fruit & Vegetables,Coles Country Fresh Potted Basil | 1 each,4,4.001,4,4.001,https://www.coles.com.au/product/coles-country-fresh-potted-basil-1-each-8382567,,,
5518899,Fruit & Vegetables,Coles Fresh Quinoa Tabouleh Salad | 200g,5.5,23.911,5.5,23.911,https://www.coles.com.au/product/coles-fresh-quinoa-tabouleh-salad-200g-5518899,,,
5011831,Fruit & Vegetables,Coles Organic Spring Onions | 1 each,5.8,5.801,5.8,5.801,https://www.coles.com.au/product/coles-organic-spring-onions-1-each-5011831,,,
5907370,Fruit & Vegetables,Coles Pomelo | approx 1kg,9.9,9.901,9.9,9.901,https://www.coles.com.au/product/coles-pomelo-approx.-1kg-each-5907370,,,
3023272,Fruit & Vegetables,Gourmet Garden Lemongrass Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-lemongrass-cold-blended-paste-80g-3023272,,,
4462380,Fruit & Vegetables,Coles Kitchen 8 Leaf Blend | 170g,4,23.531,4,23.531,https://www.coles.com.au/product/coles-kitchen-8-leaf-blend-170g-4462380,,,
3019876,Fruit & Vegetables,Coles Vegetable Chips | approx 100g,4.5,45.001,4.5,45.001,https://www.coles.com.au/product/coles-vegetable-chips-approx.-100g-3019876,,,
8412726,Fruit & Vegetables,Coles Organic Snacking Tomatoes | 200g,5.8,29.001,5.8,29.001,https://www.coles.com.au/product/coles-organic-snacking-tomatoes-200g-8412726,,,
8685660,Fruit & Vegetables,Coles Beetroot Bunch | 1 each,6.2,6.201,6.2,6.201,https://www.coles.com.au/product/coles-beetroot-bunch-1-each-8685660,,,
9918356,Fruit & Vegetables,Coles Superboost | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-superboost-approx.-100g-9918356,,,
3505819,Fruit & Vegetables,Coles Kitchen Roasting Vegetables With Garlic An ... 500g,5.5,11.001,5.5,11.001,https://www.coles.com.au/product/coles-kitchen-roasting-vegetables-with-garlic-and-rosemary-500g-3505819,,,
4764299,Fruit & Vegetables,Coles Organic Mini Melon | approx 1.8kg,8.1,4.501,8.1,4.501,https://www.coles.com.au/product/coles-organic-mini-melon-approx.-1.8kg-each-4764299,,,
111227,Fruit & Vegetables,Coles Durian Imported | approx.2kg,37.76,18.881,37.76,18.881,https://www.coles.com.au/product/coles-durian-imported-approx-.2kg-111227,,,
2349660,Fruit & Vegetables,Coles Nougat Cranberry & Nut | approx 100g,2.2,22.001,2.2,22.001,https://www.coles.com.au/product/coles-nougat-cranberry-and-nut-approx.-100g-2349660,,,
5747863,Fruit & Vegetables,Coles Herb Punnets Lemongrass | 30g,3.2,1.071,3.2,1.071,https://www.coles.com.au/product/coles-herb-punnets-lemongrass-30g-5747863,,,
3022167,Fruit & Vegetables,Gourmet Garden Garlic Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-garlic-cold-blended-paste-80g-3022167,,,
5088494,Fruit & Vegetables,Coles Organic Baby Cucumbers | 200g,5.9,29.501,5.9,29.501,https://www.coles.com.au/product/coles-organic-baby-cucumbers-200g-5088494,,,
2248302,Fruit & Vegetables,Coles Organic Grapes | 500g,7.5,15.001,7.5,15.001,https://www.coles.com.au/product/coles-organic-grapes-500g-2248302,,,
5486169,Fruit & Vegetables,Coles Kitchen Made For Sharing Salad Kit Greek Style | 300g,8,26.671,8,26.671,https://www.coles.com.au/product/coles-kitchen-made-for-sharing-salad-kit-greek-style-300g-5486169,,,
1960701,Fruit & Vegetables,Coles BBQ Crunch | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-bbq-crunch-approx.-100g-1960701,,,
3019989,Fruit & Vegetables,Coles Chocolate Pretzels | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-chocolate-pretzels-approx.-100g-3019989,,,
3593430,Fruit & Vegetables,Coles Herb Thai Basil Punnet | 15g,3,2.001,3,2.001,https://www.coles.com.au/product/coles-herb-thai-basil-punnet-15g-3593430,,,
3215138,Fruit & Vegetables,Coles Herb Punnets Sage | 10g,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-herb-punnets-sage-10g-3215138,,,
3578845,Fruit & Vegetables,Coles Organic Baby Beetroot | 250g,5,20.001,5,20.001,https://www.coles.com.au/product/coles-organic-baby-beetroot-250g-3578845,,,
3448293,Fruit & Vegetables,Coles Organic White Mushroom | 180g,6,33.341,6,33.341,https://www.coles.com.au/product/coles-organic-white-mushroom-180g-3448293,,,
6648211,Fruit & Vegetables,Coles Caramelised Peanu ... approx 100g,3.5,35.001,3.5,35.001,https://www.coles.com.au/product/coles-caramelised-peanut-butter-almonds-approx.-100g-6648211,,,
8411097,Fruit & Vegetables,Coles Trail Mix | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-trail-mix-approx.-100g-8411097,,,
3324789,Fruit & Vegetables,Coles Coconut & Maple Flavoured Almon ... approx 100g,3.5,35.001,3.5,35.001,https://www.coles.com.au/product/coles-coconut-and-maple-flavoured-almonds-approx.-100g-3324789,,,
5546679,Fruit & Vegetables,Aussie Sprouts Pea Shoots | 100g,3.5,35.001,3.5,35.001,https://www.coles.com.au/product/aussie-sprouts-pea-shoots-100g-5546679,,,
8382910,Fruit & Vegetables,Coles Potted Mixed Herbs | 1 each,4,4.001,4,4.001,https://www.coles.com.au/product/coles-potted-mixed-herbs-1-each-8382910,,,
9210035,Fruit & Vegetables,Coles Organic Baby Cos Lettuce | 2 pack,5,2.501,5,2.501,https://www.coles.com.au/product/coles-organic-baby-cos-lettuce-2-pack-9210035,,,
1058491,Fruit & Vegetables,Coles Organic Green Kale | 1 each,5.5,5.501,5.5,5.501,https://www.coles.com.au/product/coles-organic-green-kale-1-each-1058491,,,
3812330,Fruit & Vegetables,Coles Pottle Honey Coated Macadamias | approx 100g,5.7,57.001,5.7,57.001,https://www.coles.com.au/product/coles-pottle-honey-coated-macadamias-approx.-100g-3812330,,,
408372,Fruit & Vegetables,Coles Rhubarb Bunch | 1 each,6.2,6.201,6.2,6.201,https://www.coles.com.au/product/coles-rhubarb-bunch-1-each-408372,,,
6577770,Fruit & Vegetables,Coles Snake Beans Bunch | 1 each,8,8.001,8,8.001,https://www.coles.com.au/product/coles-snake-beans-bunch-1-each-6577770,,,
9174565,Fruit & Vegetables,Coles Bananas Red Tipped | approx 180g,0.99,5.501,0.99,5.501,https://www.coles.com.au/product/coles-bananas-red-tipped-approx.-180g-each-9174565,,,
8412566,Fruit & Vegetables,Coles Dried Figs | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-dried-figs-approx.-100g-8412566,,,
3769821,Fruit & Vegetables,Coles Sugared Giant Strawberries | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-sugared-giant-strawberries-approx.-100g-3769821,,,
3917055,Fruit & Vegetables,Coles Black Sesame Crackers | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-black-sesame-crackers-approx.-100g-3917055,,,
3329079,Fruit & Vegetables,Coles Garlic Paste | 140g,4.5,0.321,4.5,0.321,https://www.coles.com.au/product/coles-garlic-paste-140g-3329079,,,
5108751,Fruit & Vegetables,Coles Vegetable Starter Pack | 1kg,4.9,4.901,4.9,4.901,https://www.coles.com.au/product/coles-vegetable-starter-pack-1kg-5108751,,,
5040240,Fruit & Vegetables,Coles Kitchen Honey Mustard & Crouton Salad Kit | 350g,4.5,15.711,5.5,15.711,https://www.coles.com.au/product/coles-kitchen-honey-mustard-and-crouton-salad-kit-350g-5040240,,,
6509485,Fruit & Vegetables,Coles Organic Trimmed Celery | 1 each,5.9,5.901,5.9,5.901,https://www.coles.com.au/product/coles-organic-trimmed-celery-1-each-6509485,,,
4982857,Fruit & Vegetables,Coles Organic Lebanese Cucumbers Prepacked | 500g,8.9,17.801,8.9,17.801,https://www.coles.com.au/product/coles-organic-lebanese-cucumbers-prepacked-500g-4982857,,,
3574287,Fruit & Vegetables,Coles Pottle Natural Walnuts | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-pottle-natural-walnuts-approx.-100g-3574287,,,
2848387,Fruit & Vegetables,Coles Chai Chocolate Almonds | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-chai-chocolate-almonds-approx.-100g-2848387,,,
4575810,Fruit & Vegetables,Coles Herbs Watercress Sleeved | 1 each,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-herbs-watercress-sleeved-1-each-4575810,,,
6391046,Fruit & Vegetables,Coles Organic Washed Potatoes | 1kg,4.5,4.501,4.5,4.501,https://www.coles.com.au/product/coles-organic-washed-potatoes-1kg-6391046,,,
409557,Fruit & Vegetables,Coles Coconut Whole | 1 each,5.5,5.501,5.5,5.501,https://www.coles.com.au/product/coles-coconut-whole-1-each-409557,,,
5429358,Fruit & Vegetables,Coles Exotic Oyster Mushrooms | 150g,8,53.341,8,53.341,https://www.coles.com.au/product/coles-exotic-oyster-mushrooms-150g-5429358,,,
9612210,Fruit & Vegetables,Wicked Chocolate Dipping Sauce | 130g,2,2.001,2,2.001,https://www.coles.com.au/product/wicked-chocolate-dipping-sauce-130g-9612210,,,
2349650,Fruit & Vegetables,Coles Nougat Supreme | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-nougat-supreme-approx.-100g-2349650,,,
8412307,Fruit & Vegetables,Coles Dried Dates | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-dried-dates-approx.-100g-8412307,,,
3592959,Fruit & Vegetables,Coles Pottel Cashews Roast & Salted | approx 100g,2.9,29.001,2.9,29.001,https://www.coles.com.au/product/coles-pottel-cashews-roast-and-salted-approx.-100g-3592959,,,
3019912,Fruit & Vegetables,Coles Chocolate Coconut Rough | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-chocolate-coconut-rough-approx.-100g-3019912,,,
3215091,Fruit & Vegetables,Coles Herb Punnets Oregano | 10g,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-herb-punnets-oregano-10g-3215091,,,
2999258,Fruit & Vegetables,Gourmet Garden Lightly Dried Coriander | 8g,4,5.001,4,5.001,https://www.coles.com.au/product/gourmet-garden-lightly-dried-coriander-8g-2999258,,,
3214500,Fruit & Vegetables,Coles Smitten Apples 1kg | 1 each,4.5,4.501,4.5,4.501,https://www.coles.com.au/product/coles-smitten-apples-1kg-1-each-3214500,,,
5519392,Fruit & Vegetables,Salad Fresh Sundried Tomato Fetta Salad | 210g,5.5,26.191,5.5,26.191,https://www.coles.com.au/product/salad-fresh-sundried-tomato-fetta-salad-210g-5519392,,,
8417355,Fruit & Vegetables,Coles Cranberry Sprinkle | approx 100g,2.2,22.001,2.2,22.001,https://www.coles.com.au/product/coles-cranberry-sprinkle-approx.-100g-8417355,,,
8411075,Fruit & Vegetables,Coles Cranberry Trio | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-cranberry-trio-approx.-100g-8411075,,,
3019945,Fruit & Vegetables,Coles Dark Chocolate Ginger | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-dark-chocolate-ginger-approx.-100g-3019945,,,
5485326,Fruit & Vegetables,Coles Kitchen Coleslaw Snack Pot | 110g,2,27.271,3,27.271,https://www.coles.com.au/product/coles-kitchen-coleslaw-snack-pot-110g-5485326,,,
3021889,Fruit & Vegetables,Gourmet Garden Basil Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-basil-cold-blended-paste-80g-3021889,,,
3023206,Fruit & Vegetables,Gourmet Garden Ginger Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-ginger-cold-blended-paste-80g-3023206,,,
7744447,Fruit & Vegetables,Perfection Air Fryer Veg Broccolini Thai Chilli Lime | 265g,5,18.871,5,18.871,https://www.coles.com.au/product/perfection-air-fryer-veg-broccolini-thai-chilli-lime-265g-7744447,,,
5076305,Fruit & Vegetables,Coles Organic Brown Onions | 1kg,5.5,5.501,5.5,5.501,https://www.coles.com.au/product/coles-organic-brown-onions-1kg-5076305,,,
3520845,Fruit & Vegetables,Organic Organic Brown Mushrooms | 180g,6.2,34.451,6.2,34.451,https://www.coles.com.au/product/organic-organic-brown-mushrooms-180g-3520845,,,
4995826,Fruit & Vegetables,Coles Organic Juicing Carrots | 2kg,6.8,3.401,6.8,3.401,https://www.coles.com.au/product/coles-organic-juicing-carrots-2kg-4995826,,,
4982948,Fruit & Vegetables,Coles Organic Cauliflower | 1 each,8.5,8.501,8.5,8.501,https://www.coles.com.au/product/coles-organic-cauliflower-1-each-4982948,,,
5563689,Fruit & Vegetables,Coles Thai Curry Rice Crackers | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-thai-curry-rice-crackers-approx.-100g-5563689,,,
2349638,Fruit & Vegetables,Coles Raw Power | approx 100g,2.2,22.001,2.2,22.001,https://www.coles.com.au/product/coles-raw-power-approx.-100g-2349638,,,
3770219,Fruit & Vegetables,Coles Sherbert Fizzies | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-sherbert-fizzies-approx.-100g-3770219,,,
2621789,Fruit & Vegetables,Coles Blackcurrant And Chia Bites | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-blackcurrant-and-chia-bites-approx.-100g-2621789,,,
3324814,Fruit & Vegetables,Coles Dried Tropical Fruit Mix | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-dried-tropical-fruit-mix-approx.-100g-3324814,,,
3123186,Fruit & Vegetables,Coles Herb Lemon Thyme Punnet | 10g,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-herb-lemon-thyme-punnet-10g-3123186,,,
1501453,Fruit & Vegetables,Coles Jalapeno Chilli | 80g,3.8,47.501,3.8,47.501,https://www.coles.com.au/product/coles-jalapeno-chilli-80g-1501453,,,
8412464,Fruit & Vegetables,Coles Natural Pecans | approx 100g,4.5,45.001,4.5,45.001,https://www.coles.com.au/product/coles-natural-pecans-approx.-100g-8412464,,,
3626915,Fruit & Vegetables,Gourmet Garden Ginger Cold Blended Paste | 115g,5,0.431,5,0.431,https://www.coles.com.au/product/gourmet-garden-ginger-cold-blended-paste-115g-3626915,,,
8411235,Fruit & Vegetables,Coles Lunchbox Fruits | approx 100g,2.2,22.001,2.2,22.001,https://www.coles.com.au/product/coles-lunchbox-fruits-approx.-100g-8411235,,,
1116703,Fruit & Vegetables,Coles Herb Punnets Lime Leaves | 10g,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-herb-punnets-lime-leaves-10g-1116703,,,
3091556,Fruit & Vegetables,Coles Organic Continental Parsley | 1 each,4.5,4.501,4.5,4.501,https://www.coles.com.au/product/coles-organic-continental-parsley-1-each-3091556,,,
3014475,Fruit & Vegetables,Coles Organic Chopped Kale | 140g,5.5,39.291,5.5,39.291,https://www.coles.com.au/product/coles-organic-chopped-kale-140g-3014475,,,
9573356,Fruit & Vegetables,Coles Organic Stir Fry | 300g,5.5,18.331,5.5,18.331,https://www.coles.com.au/product/coles-organic-stir-fry-300g-9573356,,,
5045470,Fruit & Vegetables,Coles Organic Sweet Potatoes Prepacked | 500g,6.9,13.801,6.9,13.801,https://www.coles.com.au/product/coles-organic-sweet-potatoes-prepacked-500g-5045470,,,
5071833,Fruit & Vegetables,Coles Organic Red Onions | 1kg,7.9,7.901,7.9,7.901,https://www.coles.com.au/product/coles-organic-red-onions-1kg-5071833,,,
5024866,Fruit & Vegetables,Coles Organic Brushed Potatoes Prepacked | 2kg,9.9,4.951,9.9,4.951,https://www.coles.com.au/product/coles-organic-brushed-potatoes-prepacked-2kg-5024866,,,
2848398,Fruit & Vegetables,Coles Passionfruit & Chia Seed Bites | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-passionfruit-and-chia-seed-bites-approx.-100g-2848398,,,
3324836,Fruit & Vegetables,Coles Chocolate Turkish Delight | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-chocolate-turkish-delight-approx.-100g-3324836,,,
3939058,Fruit & Vegetables,Coles Carolina Reaper Chillies | 20g,3.8,190.001,3.8,190.001,https://www.coles.com.au/product/coles-carolina-reaper-chillies-20g-3939058,,,
2724828,Fruit & Vegetables,Coles Organic Rocket | 100g,4.9,49.001,4.9,49.001,https://www.coles.com.au/product/coles-organic-rocket-100g-2724828,,,
6133460,Fruit & Vegetables,Coles Kitchen Sweet Potato Superfood Salad Bowl | 180g,6,33.341,6,33.341,https://www.coles.com.au/product/coles-kitchen-sweet-potato-superfood-salad-bowl-180g-6133460,,,
3770026,Fruit & Vegetables,Coles Jersey Caramels Fudge | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-jersey-caramels-fudge-approx.-100g-3770026,,,
3770059,Fruit & Vegetables,Coles Speckles | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-speckles-approx.-100g-3770059,,,
2834735,Fruit & Vegetables,Coles Pottle Natural Almonds | approx 100g,2.6,26.001,2.6,26.001,https://www.coles.com.au/product/coles-pottle-natural-almonds-approx.-100g-2834735,,,
9880810,Fruit & Vegetables,Coles Antioxidant Blend | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-antioxidant-blend-approx.-100g-9880810,,,
7482453,Fruit & Vegetables,Birch & Waite Dressings Creamy Caesar | 250mL,5.5,2.201,5.5,2.201,https://www.coles.com.au/product/birch-and-waite-dressings-creamy-caesar-250ml-7482453,,,
3812374,Fruit & Vegetables,Coles Pottle Natural Macadamias | approx 100g,5.7,57.001,5.7,57.001,https://www.coles.com.au/product/coles-pottle-natural-macadamias-approx.-100g-3812374,,,
5056953,Fruit & Vegetables,Coles Organic Garlic | 150g,10.5,70.001,10.5,70.001,https://www.coles.com.au/product/coles-organic-garlic-150g-5056953,,,
1335241,Fruit & Vegetables,Coles Poblano Green Chillies loose | approx 50g,1.5,30.001,1.5,30.001,https://www.coles.com.au/product/coles-poblano-green-chillies-loose-approx.-50g-each-1335241,,,
3324803,Fruit & Vegetables,Coles Coconut Chunks | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-coconut-chunks-approx.-100g-3324803,,,
8411348,Fruit & Vegetables,Coles Summer Delight | approx 100g,2.2,22.001,2.2,22.001,https://www.coles.com.au/product/coles-summer-delight-approx.-100g-8411348,,,
1958018,Fruit & Vegetables,Coles Cashew & Soy Crisps Mix | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-cashew-and-soy-crisps-mix-approx.-100g-1958018,,,
8412136,Fruit & Vegetables,Coles Supreme Roasted Unsalted Mixed ... approx 100g,2.9,29.001,2.9,29.001,https://www.coles.com.au/product/coles-supreme-roasted-unsalted-mixed-nuts-approx.-100g-8412136,,,
3593190,Fruit & Vegetables,Coles Vietnamese Mint Punnet | 15g,3,3.001,3,3.001,https://www.coles.com.au/product/coles-vietnamese-mint-punnet-15g-3593190,,,
3023625,Fruit & Vegetables,Gourmet Garden Coriander Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-coriander-cold-blended-paste-80g-3023625,,,
3305955,Fruit & Vegetables,Coles Dark Chocolate Blueberries | approx 100g,4,40.001,4,40.001,https://www.coles.com.au/product/coles-dark-chocolate-blueberries-approx.-100g-3305955,,,
8411869,Fruit & Vegetables,Coles Natural Hazelnuts | approx 100g,4,40.001,4,40.001,https://www.coles.com.au/product/coles-natural-hazelnuts-approx.-100g-8411869,,,
3014293,Fruit & Vegetables,Coles Organic Coleslaw | 200g,4.5,22.501,4.5,22.501,https://www.coles.com.au/product/coles-organic-coleslaw-200g-3014293,,,
1252053,Fruit & Vegetables,Coles Piel De Sapo Melon Medium | 1 each,6.9,6.901,6.9,6.901,https://www.coles.com.au/product/coles-piel-de-sapo-melon-medium-1-each-1252053,,,
6615358,Fruit & Vegetables,Coles Cinnamon Apple Pie | approx 100g,3.5,35.001,3.5,35.001,https://www.coles.com.au/product/coles-cinnamon-apple-pie-approx.-100g-6615358,,,
2834779,Fruit & Vegetables,Coles Superboost Pottle | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-superboost-pottle-approx.-100g-2834779,,,
1277000,Fruit & Vegetables,Coles Piel De Sapo Melons Half | 1 each,3.5,3.501,3.5,3.501,https://www.coles.com.au/product/coles-piel-de-sapo-melons-half-1-each-1277000,,,
3850577,Fruit & Vegetables,Coles Mushroom Dry Shiitake | 20g,3.5,175.001,3.5,175.001,https://www.coles.com.au/product/coles-mushroom-dry-shiitake-20g-3850577,,,
2997999,Fruit & Vegetables,Gourmet Garden Lightly Dried Mixed Herbs Prepacked | 8g,4,5.001,4,5.001,https://www.coles.com.au/product/gourmet-garden-lightly-dried-mixed-herbs-prepacked-8g-2997999,,,
1597850,Fruit & Vegetables,Coles Dried Porcini Mushrooms | 20g,5,250.001,5,250.001,https://www.coles.com.au/product/coles-dried-porcini-mushrooms-20g-1597850,,,
