Store,Timestamp,Product Name,Size,Original Price,Discounted Price,Unit Price,Product Link
Foodland Balaklava,2025-05-04 23:55:10,Bakers Oven Croissant,4 x 168g,N/A,$2.95,$1.76 per 100g,https://foodlandbalaklava.com.au//lines/b-ovn-croissant-4pk-168g
Foodland Balaklava,2025-05-04 23:55:10,Baker’​S Choice Custard Tarts,N/A,N/A,$7.50,$2.08 per 100g,https://foodlandbalaklava.com.au//lines/b-coll-custard-tart-6pk-360g
Foodland Balaklava,2025-05-04 23:55:10,Balducci Trivelle No. 17,500g,was $2.00,$1.75,$0.35 per 100g,https://foodlandbalaklava.com.au//lines/balducci-trivelle-17-500gm
Foodland Balaklava,2025-05-04 23:55:10,Balfours Custard Tart C/​Wrp,140g,N/A,$4.00,$2.86 per 100g,https://foodlandbalaklava.com.au//lines/balf-custard-tart-c-wrp-140gm
Foodland Balaklava,2025-05-04 23:55:10,Balfours Fresh Choc Iced Donut Clamshell,120g,was $3.29,$2.60,$2.17 per 100g,https://foodlandbalaklava.com.au//lines/balfours-donut-choc-120g
Foodland Balaklava,2025-05-04 23:55:10,Balfours Fresh Pasty,160g,was $4.00,$3.40,$2.12 per 100g,https://foodlandbalaklava.com.au//lines/balfour-pastie-c-wrap-160gm
Foodland Balaklava,2025-05-04 23:55:10,Balfours Fresh Premium Potato Pie,220g,N/A,$5.00,$2.27 per 100g,https://foodlandbalaklava.com.au//lines/balf-prem-pie-bkd-pot-220gm
Foodland Balaklava,2025-05-04 23:55:10,Balfours Frozen Party Sausage Rolls,450g,N/A,$10.50,$2.33 per 100g,https://foodlandbalaklava.com.au//lines/balf-s-roll-party-12s-450gm
Foodland Balaklava,2025-05-04 23:55:10,Balfours Homestyle Double Choc Muffin,150g,N/A,$3.70,$2.47 per 100g,https://foodlandbalaklava.com.au//lines/balf-h-s-double-choc-muffin-150g
Foodland Balaklava,2025-05-04 23:55:10,Balfours Premium Beef & Mushroom Pie,200g,N/A,$5.00,$2.50 per 100g,https://foodlandbalaklava.com.au//lines/balfours-prem-pie-bf-mshr-200gm
Foodland Balaklava,2025-05-04 23:55:10,Balfours Premium Beef Bacon & Cheese Pie,200g,N/A,$5.00,$2.50 per 100g,https://foodlandbalaklava.com.au//lines/balf-prem-pie-b-bc-chs-200gm
Foodland Balaklava,2025-05-04 23:55:10,Band-Aid Clear Strips 40 Pack,N/A,was $5.25,$4.10,$0.10 Each,https://foodlandbalaklava.com.au//lines/bandaid-clear-strips-40s
Foodland Balaklava,2025-05-04 23:55:10,BAROSSA COUNTRY LIVERWURST,175g,N/A,$4.99,N/A,https://foodlandbalaklava.com.au//lines/liverwurst-country-175g
Foodland Balaklava,2025-05-04 23:55:10,Bazaar® Greek Yiros 6 Pack,N/A,N/A,$4.19,$0.84 per 100g,https://foodlandbalaklava.com.au//lines/bazaar-greek-yiros-6pk
Foodland Balaklava,2025-05-04 23:55:10,Beef Schnitzel,N/A,N/A,$19.99,N/A,https://foodlandbalaklava.com.au//lines/beef-schnitzel-3
Foodland Balaklava,2025-05-04 23:55:10,Beef Shaslicks,N/A,N/A,$4.50,N/A,https://foodlandbalaklava.com.au//lines/beef-shaslicks
Foodland Balaklava,2025-05-04 23:55:10,Beef Tomahawk Steak Rw,N/A,was $45.00,$34.00,N/A,https://foodlandbalaklava.com.au//lines/beef-tomahawk-steak-rw
Foodland Balaklava,2025-05-04 23:55:10,Beerenberg Sce Carml On,280g,N/A,$5.90,$2.11 per 100mL,https://foodlandbalaklava.com.au//lines/beerenberg-sce-carml-on-280gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Cheddar Block,500g,N/A,$7.90,$15.80 per kg,https://foodlandbalaklava.com.au//lines/bega-chse-ched-block-500g
Foodland Balaklava,2025-05-04 23:55:10,Bega Cheese Colby Slices,500g,was $11.55,$11.00,$22.00 per kg,https://foodlandbalaklava.com.au//lines/bega-chse-ched-colby-slc-500gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Country Light Tasty Grated Cheese,500g,N/A,$9.50,$19.00 per kg,https://foodlandbalaklava.com.au//lines/bega-chse-chdr-grtd50-r-f500gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Country Light Tasty Natural Cheese Slices,500g,was $11.55,$11.00,$22.00 per kg,https://foodlandbalaklava.com.au//lines/bega-chse-chdr25-r-f-slc500gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Country Light Vintage Natural Cheese Slices,250g,was $7.90,$5.50,$22.00 per kg,https://foodlandbalaklava.com.au//lines/bega-chse-chdr25-r-f-slc250gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Cream Cheese Bold,250g,N/A,$4.30,$1.72 per 100g,https://foodlandbalaklava.com.au//lines/bega-crm-chse-srpd-bold-250gm
Foodland Balaklava,2025-05-04 23:55:10,Bega No Added Sugar Or Salt Peanut Butter Smooth,325g,N/A,$4.70,$1.45 per 100g,https://foodlandbalaklava.com.au//lines/bega-peanut-btr-smth-nas-325gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Peanut Butter Smooth,200g,N/A,$3.90,$1.95 per 100g,https://foodlandbalaklava.com.au//lines/bega-p-btr-smooth-200gm
Foodland Balaklava,2025-05-04 23:55:10,Bega Peanut Butter Smooth,375g,was $4.90,$4.10,$1.09 per 100g,https://foodlandbalaklava.com.au//lines/bega-p-btr-smooth-375gm
Foodland Balaklava,2025-05-04 23:55:10,Belvita Breakfast Biscuits Honey & Nut With Chocolate Chips,300g,was $4.75,$4.00,$1.33 per 100g,https://foodlandbalaklava.com.au//lines/belvita-bfast-honey-nut-300g
Foodland Balaklava,2025-05-04 23:55:11,Ben's Original Special Fried Microwave Rice Pouch,250g,was $4.20,$3.60,$1.44 per 100g,https://foodlandbalaklava.com.au//lines/bens-orig-spc-frd-rce-pch250gm
Foodland Balaklava,2025-05-04 23:55:11,Better Homes & Gardens Puzzle Book,N/A,N/A,$10.99,N/A,https://foodlandbalaklava.com.au//lines/better-homes-gardens-puzzle-book-1
Foodland Balaklava,2025-05-04 23:55:11,Big Lolly Fizzy Worms,140g,was $2.95,$2.30,$1.64 per 100g,https://foodlandbalaklava.com.au//lines/big-lolly-fizzy-worms-140gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Air Baked Whiting,890g,was $21.00,$17.00,$19.10 per kg,https://foodlandbalaklava.com.au//lines/b-eye-fish-a-bke-whiting-890g
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Birdseye Battered Fish,425g,N/A,$12.00,$28.24 per kg,https://foodlandbalaklava.com.au//lines/b-eye-fish-o-bke-bat-lt6s425gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Birdseye Dl Whiting S&​P Crumb,250g,N/A,$10.00,$40.00 per kg,https://foodlandbalaklava.com.au//lines/b-eye-fish-deli-whit-crmb-250g
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Birdseye Herb Garlic Fish,425g,N/A,$12.00,$28.24 per kg,https://foodlandbalaklava.com.au//lines/b-eye-fish-o-bke-hrb-gar-425gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Birdseye Original Crumbed Fish,425g,N/A,$12.00,$28.24 per kg,https://foodlandbalaklava.com.au//lines/b-eye-fish-o-bke-crmb-6s-425gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Birdseye Steam Fresh Carrot Cauli Broc,450g,N/A,$4.75,$10.56 per kg,https://foodlandbalaklava.com.au//lines/b-eye-s-frsh-brc-caul-crt450gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Bubble 'N Squeak Patties 8 With Vegetables & Mashed Potato,620g,N/A,$7.15,$1.15 per 100g,https://foodlandbalaklava.com.au//lines/b-eye-bubble-squeak-620gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Corn Kernels,825g,was $7.05,$5.70,$6.91 per kg,https://foodlandbalaklava.com.au//lines/b-eye-corn-kernels-825g
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Country Harvest Garden Mix,1kg,N/A,$6.85,$6.85 per kg,https://foodlandbalaklava.com.au//lines/b-eye-c-harv-garden-mix-1kg
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Country Harvest Mixed Vegetables,1kg,N/A,$6.85,$6.85 per kg,https://foodlandbalaklava.com.au//lines/b-eye-c-harv-mixed-veg-1kg
Foodland Balaklava,2025-05-04 23:55:11,"Birds Eye Deli Roast Vegeies Potato, Pumpkin, Red Onion And Carrot Seaoned With Rosemary & Oil",600g,N/A,$7.35,$12.25 per kg,https://foodlandbalaklava.com.au//lines/b-eye-deli-rst-veg-mix-600gm
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Deli Seas Chips Parmesan Garlic Basil,600g,N/A,$6.30,$10.50 per kg,https://foodlandbalaklava.com.au//lines/b-eye-chips-prmsn-grl-bsl-600g
Foodland Balaklava,2025-05-04 23:55:11,Birds Eye Fish O/​B Lem Peppe,425g,N/A,$12.00,$28.24 per kg,https://foodlandbalaklava.com.au//lines/b-eye-fish-o-bke-lem-pep-425gm
Foodland Balaklava,2025-05-04 23:55:11,Bird’​S Eye Baby Beans,825g,N/A,$4.70,$5.70 per kg,https://foodlandbalaklava.com.au//lines/b-eye-beans-baby-825g
Foodland Balaklava,2025-05-04 23:55:11,Bisto Favourite Gravy Granules,170g,was $10.00,$6.90,$0.41 per 10g,https://foodlandbalaklava.com.au//lines/bisto-grvy-gran-favrite-170gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Apricot Halves,825g,N/A,$3.00,$3.64 per kg,https://foodlandbalaklava.com.au//lines/b-gold-apricot-hlves-825gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Brown Sugar,1kg,N/A,$3.30,$0.33 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-brown-sugar-1kg
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Champignons Pieces & Stems,184g,N/A,$1.40,$7.61 per kg,https://foodlandbalaklava.com.au//lines/b-gold-champ-pcs-stems-184gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Chow Mein Stir Fry Vegetables,500g,N/A,$2.75,$5.50 per kg,https://foodlandbalaklava.com.au//lines/b-gold-s-fry-veg-500gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Coconut Milk #​400ml,N/A,N/A,$1.10,$0.28 per 100mL,https://foodlandbalaklava.com.au//lines/b-gold-coconut-milk-400ml
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Custard Powder,350g,N/A,$2.50,$0.71 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-custard-pdr-350gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Dessicated Coconut,250g,N/A,$3.15,$12.60 per kg,https://foodlandbalaklava.com.au//lines/b-gold-coconut-desicated-250gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Fly Insect Spray Low Irritant,300g,N/A,$3.00,$1.00 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-fly-spry-low-irri-300gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Gingernut Biscuits,200g,N/A,$1.90,$0.95 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-bisc-gingernut-200gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Golden Syrup,400g,N/A,$2.20,$0.55 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-golden-syrup-400g
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Juice Lime,250mL,N/A,$1.00,$0.40 per 100mL,https://foodlandbalaklava.com.au//lines/b-gold-jce-lime-250ml
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Knobs Ham/​Chicken,1kg,N/A,$5.00,$5.00 per kg,https://foodlandbalaklava.com.au//lines/b-gold-knobs-ham-chicken-1kg
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Mushroom Pieces & Stems,400g,N/A,$1.70,$4.25 per kg,https://foodlandbalaklava.com.au//lines/b-gold-mushroom-pcs-stms-400gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Neapolitan Ice Cream,2L,N/A,$4.50,$0.22 per 100mL,https://foodlandbalaklava.com.au//lines/b-gold-i-crm-neapolitan-2l-1
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Orange Soft Drink 1.​25,N/A,N/A,$1.30,$1.04 per L,https://foodlandbalaklava.com.au//lines/b-gold-orange-1-25l
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Paper Plates,N/A,N/A,$1.50,$0.08 Each,https://foodlandbalaklava.com.au//lines/b-gold-pap-plate-u-c180mm-20s
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Paper Plates,N/A,N/A,$3.50,$0.07 Each,https://foodlandbalaklava.com.au//lines/b-gold-paper-plte-u-c225mm-50s-1
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Paper Towels 2 Ply 100s Twin Pack,N/A,N/A,$2.20,$1.10 per 100 Sheets,https://foodlandbalaklava.com.au//lines/b-gold-paper-towel-2ply-2pk
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Peas Frozen,500g,N/A,$1.80,$3.60 per kg,https://foodlandbalaklava.com.au//lines/b-gold-peas-500gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Quick Cooking Oats,750g,N/A,$1.70,$0.23 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-oats-quick-750gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Rectangle Container 5pk,N/A,N/A,$3.00,$0.60 Each,https://foodlandbalaklava.com.au//lines/b-gold-rectangle-cont650ml-5pk
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Salt Cooking,2kg,N/A,$3.50,$0.18 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-salt-cooking-2kg
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Sauce Soy,500mL,N/A,$1.90,$0.38 per 100mL,https://foodlandbalaklava.com.au//lines/b-gold-sce-soy-500ml
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Scrubber Mesh 3pk,N/A,N/A,$2.80,$0.93 Each,https://foodlandbalaklava.com.au//lines/b-gold-scrubber-mesh-3pk
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Shave Foam,250g,N/A,$3.00,$1.20 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-shave-foam-250gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Table Salt Iodised,500g,N/A,$2.10,$0.42 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-salt-tble-idise-drm500g
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold Unsalted Butter,250g,N/A,$4.00,$1.60 per 100g,https://foodlandbalaklava.com.au//lines/b-gold-butter-unsaltd-250gm
Foodland Balaklava,2025-05-04 23:55:11,Black & Gold White Muffin Wraps,N/A,N/A,$3.70,$0.10 Each,https://foodlandbalaklava.com.au//lines/b-gold-muffin-wraps-whte-36s
Foodland Balaklava,2025-05-04 23:55:11,Black N Gold Mushroom Whole,400g,N/A,$1.65,$4.12 per kg,https://foodlandbalaklava.com.au//lines/b-gold-mshrm-whl-chmpgn-400gm
Foodland Balaklava,2025-05-04 23:55:11,Bluey Gift Wrap,1.5m,N/A,$4.99,$3.33 per M,https://foodlandbalaklava.com.au//lines/bluey-gift-wrap-1-5m
Foodland Balaklava,2025-05-04 23:55:12,Bonds Low Cut Ladies Socks Size 8-11,N/A,was $16.00,$8.00,N/A,https://foodlandbalaklava.com.au//lines/bonds-sock-lady-l-cut-8-11-3pk-3
Foodland Balaklava,2025-05-04 23:55:12,Bostik Blu Tack,75g,N/A,$3.10,N/A,https://foodlandbalaklava.com.au//lines/bostik-blu-tack-75gm
Foodland Balaklava,2025-05-04 23:55:12,Breeders Chce Cat Litter,24L,was $31.50,$24.00,$1.00 per L,https://foodlandbalaklava.com.au//lines/breeders-chce-cat-litter-24l
Foodland Balaklava,2025-05-04 23:55:12,Bref Power Active Tropical Escapes Hawaii Rim Block,2 x 50g,was $11.55,$5.50,$5.50 per 100g,https://foodlandbalaklava.com.au//lines/bref-pow-act-hawaii-2x50gm
Foodland Balaklava,2025-05-04 23:55:12,Brioche Rolls,N/A,N/A,$4.70,$1.18 Each,https://foodlandbalaklava.com.au//lines/hamburger-roll-brioche-4pk
Foodland Balaklava,2025-05-04 23:55:12,Britex Concentrated Carpet Cleaner,500mL,N/A,$19.99,$4.00 per 100mL,https://foodlandbalaklava.com.au//lines/britex-deep-cleaning-carpet-clnr-500ml
Foodland Balaklava,2025-05-04 23:55:12,Brownes Chse Vintage,200g,was $12.30,$8.50,$42.50 per kg,https://foodlandbalaklava.com.au//lines/brownes-chse-vintage-200gm
Foodland Balaklava,2025-05-04 23:55:12,Bulla Australian Style Yoghurt,900mL,was $8.70,$7.00,$0.78 per 100g,https://foodlandbalaklava.com.au//lines/bulla-ygt-aus-styl-nat-900gm
Foodland Balaklava,2025-05-04 23:55:12,Bulla Chocolate Ice Cream,2L,N/A,$6.00,$0.30 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-i-crm-chocolate-2l
Foodland Balaklava,2025-05-04 23:55:12,Bulla Cream Double,200mL,was $4.50,$3.90,$1.95 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-cream-double-200ml
Foodland Balaklava,2025-05-04 23:55:12,Bulla Crunch Selection Pack 8pk,N/A,N/A,$9.45,$1.50 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-i-crm-crunch-selec-8s
Foodland Balaklava,2025-05-04 23:55:12,Bulla Fruit N Yogurt Mini 14pk,N/A,N/A,$9.45,$1.88 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-frt-n-ygt-mini-14s
Foodland Balaklava,2025-05-04 23:55:12,Bulla Ice Cream Murray Street Lemon Curd,1L,N/A,$12.60,$1.26 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-i-crm-m-st-lem-curd-1l
Foodland Balaklava,2025-05-04 23:55:12,"Bulla Murray St Creamery, Choc Mint",1L,N/A,$12.60,$1.26 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-i-crm-m-st-choc-mnt-1l
Foodland Balaklava,2025-05-04 23:55:12,Bulla Splits Raspberry/​Lemon-Lime/​Mango 10pk,750mL,N/A,$9.45,$1.26 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-splits-r-bry-l-lm-mgo10s
Foodland Balaklava,2025-05-04 23:55:12,Bulla Splits Selection 10pk,N/A,N/A,$9.45,$1.26 per 100mL,https://foodlandbalaklava.com.au//lines/bulla-splits-w-bry-org-trop10s
Foodland Balaklava,2025-05-04 23:55:12,Bundaberg Diet Ginger Beer,4 x 375mL,was $8.10,$6.90,$4.60 per L,https://foodlandbalaklava.com.au//lines/b-berg-diet-gngr-beer-4x375ml
Foodland Balaklava,2025-05-04 23:55:12,Buttercup Cheese & Bacon Rolls 6pk,N/A,N/A,$9.70,$1.70 per 100g,https://foodlandbalaklava.com.au//lines/buttercup-cheese-bacon-6
Foodland Balaklava,2025-05-04 23:55:12,Cabbage Chinese Half,N/A,N/A,$5.95,N/A,https://foodlandbalaklava.com.au//lines/cabbage-chinese-half-2
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Baking Chocolate 70% Cocoa Dark,180g,was $6.30,$6.00,$3.33 per 100g,https://foodlandbalaklava.com.au//lines/cad-baking-choc-dark-70-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Cherry Ripe Sharepack,180g,was $7.00,$6.20,$3.44 per 100g,https://foodlandbalaklava.com.au//lines/cad-cherry-ripe-shr-pk-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Crunchie Sharepack,180g,was $7.00,$6.20,$3.44 per 100g,https://foodlandbalaklava.com.au//lines/cad-crunchie-bar-shr-pk-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Crè​me Ice Cream With Oreo Pieces,1.2L,was $10.50,$9.30,$0.78 per 100mL,https://foodlandbalaklava.com.au//lines/cad-i-crm-oreo-1-2l
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Black Forest,180g,was $8.00,$5.50,$3.06 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-blk-forest-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Caramello Koala Milk Chocolate,180g,was $7.00,$6.20,$3.44 per 100g,https://foodlandbalaklava.com.au//lines/cad-caraml-koala-shr-pk-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Caramello Milk Chocolate Block,180g,was $8.00,$5.50,$3.06 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-caramello-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Freddo & Caramello Koala Sharepack,234g,N/A,$7.00,$2.99 per 100g,https://foodlandbalaklava.com.au//lines/cad-freddo-ck-sh-pk-12-x-234g
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Marble Chocolate Block,173g,was $8.00,$5.50,$3.18 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-marble-173gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Milky Top Freddo,144g,was $7.00,$6.20,$4.31 per 100g,https://foodlandbalaklava.com.au//lines/cad-freddo-milky-tp-sh-pk144gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Tropical Pineapple Milk Chocolate Block,180g,was $8.00,$5.50,$3.06 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-trop-pineapple-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dairy Milk Turkish Delight Milk Chocolate Block,180g,was $8.00,$5.50,$3.06 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-turk-delight-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dream White Chocolate Block,180g,was $8.00,$5.50,$3.06 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-dream-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Dream With Oreo White Chocolate,170g,was $8.00,$5.50,$3.24 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-dream-with-oreo-170gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Flake Milk Chocolate Sharepack,168g,was $7.00,$6.20,$3.69 per 100g,https://foodlandbalaklava.com.au//lines/cad-flake-share-pack-168gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Freddo Dream Sharepack White Chocolate,144g,was $7.00,$6.20,$4.31 per 100g,https://foodlandbalaklava.com.au//lines/cad-freddo-dream-sh-pk-144g
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Humpty Dumpty Easter Egg,25g,N/A,$2.65,$10.60 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-humpty-countlne-25gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Old Gold Dark Chocolate Old Jamaica Rum N Raisin,180g,was $8.00,$5.50,$3.06 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-o-gld-jamaica-180gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Old Gold Slices Mint Creme Dark Chocolate Block,176g,was $8.00,$5.50,$3.12 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-o-gld-mint-slce-176gm
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Roses,225g,was $12.60,$11.10,$4.93 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-roses-box-2024-225g
Foodland Balaklava,2025-05-04 23:55:12,Cadbury Twirl Four Pack,58g,N/A,$3.15,$5.43 per 100g,https://foodlandbalaklava.com.au//lines/cad-choc-twirl-k-size-58gm-1
Foodland Balaklava,2025-05-04 23:55:12,Campbell's Beef Bone Broth,500mL,was $7.35,$6.00,$1.20 per 100mL,https://foodlandbalaklava.com.au//lines/camp-bone-broth-g-fed-bf-500ml
Foodland Balaklava,2025-05-04 23:55:12,Campbell's Real Stock Beef Stock,1L,N/A,$4.50,$0.45 per 100mL,https://foodlandbalaklava.com.au//lines/camp-real-stock-beef-1l
Foodland Balaklava,2025-05-04 23:55:12,Campbell's Spaghetti Sauce With Beef,410g,N/A,$3.55,$0.87 per 100g,https://foodlandbalaklava.com.au//lines/camp-spag-sce-with-beef-410gm
Foodland Balaklava,2025-05-04 23:55:12,Carman's 100% Natural Fruit Straps Apple 5 Twin Packs,70g,was $5.80,$5.35,$7.64 per 100g,https://foodlandbalaklava.com.au//lines/carmans-apple-fruit-straps-70g
Foodland Balaklava,2025-05-04 23:55:12,Carman's Limited Edition Dark Choc Cherry And Coconut,210g,N/A,$7.90,$3.76 per 100g,https://foodlandbalaklava.com.au//lines/carmans-bar-drk-c-cherry-210gm
Foodland Balaklava,2025-05-04 23:55:12,Carman's Muesli Bars Classic Fruit & Nut,270g,N/A,$7.90,$2.93 per 100g,https://foodlandbalaklava.com.au//lines/carmans-mues-b-classic-270gm
Foodland Balaklava,2025-05-04 23:55:12,Castello Extra Creamy Danish Blue Cheese,100g,N/A,$5.00,$5.00 per 100g,https://foodlandbalaklava.com.au//lines/castello-danish-blue-extra-creamy-100g
Foodland Balaklava,2025-05-04 23:55:12,Cb Fetta Bay Leaves Pres Lm335g,N/A,was $10.60,$9.00,$26.87 per kg,https://foodlandbalaklava.com.au//lines/cb-fetta-bay-leaves-pres-lm335g
Foodland Balaklava,2025-05-04 23:55:13,Ccs Nacho Cheese,175g,was $5.25,$4.55,$2.60 per 100g,https://foodlandbalaklava.com.au//lines/cc-s-c-chips-nacho-chse-175gm
Foodland Balaklava,2025-05-04 23:55:13,Celery Hearts,N/A,N/A,$5.20,N/A,https://foodlandbalaklava.com.au//lines/celery-hearts
Foodland Balaklava,2025-05-04 23:55:13,Cenovis Magnesium 200 Tablets,200 x 455mL,N/A,$27.00,$13.50 Units100,https://foodlandbalaklava.com.au//lines/cenovis-magnesium-val-pk-200s
Foodland Balaklava,2025-05-04 23:55:13,"Cetaphil Gentle Skin Cleanser , For Face & Body Care",500mL,N/A,$24.15,$4.83 per 100mL,https://foodlandbalaklava.com.au//lines/cetaphil-cleanser-gentle-500ml
Foodland Balaklava,2025-05-04 23:55:13,Changs Original Fried Noodles,100g,N/A,$1.80,$1.80 per 100g,https://foodlandbalaklava.com.au//lines/chang-fried-noodles-100gm
Foodland Balaklava,2025-05-04 23:55:13,Cheer Plant Based Shredded Cheese,200g,was $7.35,$6.30,$31.50 per kg,https://foodlandbalaklava.com.au//lines/cheer-plnt-chse-tsty-shrd200gm
Foodland Balaklava,2025-05-04 23:55:13,Cheer Tasty Cheese Block,200g,was $6.85,$5.65,$28.25 per kg,https://foodlandbalaklava.com.au//lines/cheer-chse-tsty-blck-200g
Foodland Balaklava,2025-05-04 23:55:13,Cheese Kransky,N/A,was $17.00,$15.90,N/A,https://foodlandbalaklava.com.au//lines/kransky-cheese
Foodland Balaklava,2025-05-04 23:55:13,Chickadees Chicken Snack,190g,N/A,$4.00,$2.11 per 100g,https://foodlandbalaklava.com.au//lines/chickadees-chicken-snack-190gm
Foodland Balaklava,2025-05-04 23:55:13,Chicken Cordon Bleu,N/A,N/A,$19.99,N/A,https://foodlandbalaklava.com.au//lines/chicken-cordon-bleu
Foodland Balaklava,2025-05-04 23:55:13,Chicken Spinach & Cheese Patties,N/A,N/A,$1.50,N/A,https://foodlandbalaklava.com.au//lines/chicken-spinach-cheese-patties
Foodland Balaklava,2025-05-04 23:55:13,Chicken Wings,N/A,N/A,$6.50,N/A,https://foodlandbalaklava.com.au//lines/chicken-wings
Foodland Balaklava,2025-05-04 23:55:13,Chobani Fit High Protein Greek Yogurt Vanilla,160g,N/A,$2.80,$1.75 per 100g,https://foodlandbalaklava.com.au//lines/ch-fit-vanilla-tub-160gm
