date,seasonal_component
2025-10-12,0.7292295008399423
2025-10-13,1.363522930706436
2025-10-14,1.29782551072322
2025-10-15,1.232991954325366
2025-10-16,1.1692175454478382
2025-10-17,1.1066943937407328
2025-10-18,-0.38519155839682256
2025-10-19,-0.44470557519195103
2025-10-20,-0.502491117925312
2025-10-21,-0.5584950105533689
2025-10-22,-0.612735781618991
2025-10-23,-0.29333567284302864
2025-10-24,-0.34431095398089806
2025-10-25,-0.3938781926395228
2025-10-26,-0.4421799428884514
2025-10-27,-0.4893414119543032
2025-10-28,-1.5648611131509882
2025-10-29,-1.6100773969602125
2025-10-30,-1.6544518787690181
2025-10-31,-1.6980089294010332
2025-11-01,-1.7406970086871372
2025-11-02,0.5423922309814142
2025-11-03,0.5018429004992245
2025-11-04,0.4625328710091697
2025-11-05,0.4246526629913928
2025-11-06,0.3884454396015747
2025-11-07,0.7265816939082317
2025-11-08,0.6945081517474014
2025-11-09,0.6649354899952401
2025-11-10,0.63819960785226
2025-11-11,0.6146846244271897
2025-11-12,0.6273967411057597
2025-11-13,0.6115580825244544
2025-11-14,0.6000514418496137
2025-11-15,0.5930891271697136
2025-11-16,0.5907704303156825
2025-11-17,0.5208055800695002
2025-11-18,0.5276401073648389
2025-11-19,0.5388774760707831
2025-11-20,0.5542874327531373
2025-11-21,0.5735674084940067
2025-11-22,-0.4252648953107372
2025-11-23,-0.39930186988839
2025-11-24,-0.37060079421492326
2025-11-25,-0.3395605424919695
2025-11-26,-0.3065709812423536
2025-11-27,-0.8020792684952439
2025-11-28,-0.7663375315978225
2025-11-29,-0.7297253084819736
2025-11-30,-0.6924711285714538
2025-12-01,-0.6547025794732538
2025-12-02,-0.29181132877135374
2025-12-03,-0.25304393444470474
2025-12-04,-0.21374414183478152
2025-12-05,-0.17369934719402286
2025-12-06,-0.1325662883816094
2025-12-07,-0.009133656407159574
2025-12-08,0.03531630313211162
2025-12-09,0.08190550855994504
2025-12-10,0.13080124716043542
2025-12-11,0.18203680216459128
2025-12-12,0.10849414295903691
2025-12-13,0.16406835989896768
2025-12-14,0.22151324887097268
2025-12-15,0.2806550853919367
2025-12-16,0.3413808595086946
2025-12-17,0.5517101715311399
2025-12-18,0.615435338747172
2025-12-19,0.6805502385579496
2025-12-20,0.7468793641078865
2025-12-21,0.8141587756132833
2025-12-22,-0.5554698372771387
2025-12-23,-0.4872423065887399
2025-12-24,-0.4189401059388074
2025-12-25,-0.3506633483666658
2025-12-26,-0.28237932258445136
2025-12-27,-0.21011644236537633
2025-12-28,-0.6183988956606189
2025-12-29,-0.5964252863738438
2025-12-30,-0.5730184967962463
2025-12-31,-0.5479888916537118
2026-01-01,0.15974881759040627
2026-01-02,0.18769281490596088
2026-01-03,0.2167994485050896
2026-01-04,0.24692963521580688
2026-01-05,0.2779973209027263
2026-01-06,0.47468897767022106
2026-01-07,0.5073968220612316
2026-01-08,0.540723311845759
2026-01-09,0.5744353220092273
2026-01-10,0.6082234713018246
2026-01-11,0.4267238591553867
2026-01-12,0.45950949532817487
2026-01-13,0.49115356187129633
2026-01-14,0.5212537943401675
2026-01-15,0.5494737288336073
2026-01-16,-0.28900250049717763
2026-01-17,-0.2652623563027152
2026-01-18,-0.24405402223073264
2026-01-19,-0.22555881259105162
2026-01-20,-0.20995109763325034
2026-01-21,-1.349410813289331
2026-01-22,-1.3399677008272957
2026-01-23,-1.3336479187689267
2026-01-24,-1.3303329835792845
2026-01-25,-1.329798683722606
2026-01-26,-0.12567566841663907
2026-01-27,-0.3534046446676065
2026-01-28,-0.3516775813381401
2026-01-29,-0.34924562094885936
2026-01-30,-0.3456912981465413
2026-01-31,0.8066726207824166
2026-02-01,0.8118735855830217
2026-02-02,0.8173337532587135
2026-02-03,0.8225983619755985
2026-02-04,0.8271860329799292
2026-02-05,1.0933290509269393
2026-02-06,1.095067448124544
2026-02-07,1.0945608965047524
2026-02-08,1.091235943787796
2026-02-09,1.0845114461662828
2026-02-10,0.9957974759215545
2026-02-11,0.9805680989817591
2026-02-12,0.9603021919500435
2026-02-13,0.934549917274441
2026-02-14,0.9029617790109526
2026-02-15,-1.1562229560524693
2026-02-16,-1.2000683262646494
2026-02-17,-1.250194141883002
2026-02-18,-1.3066000339949624
2026-02-19,-1.3692167483328854
2026-02-20,-2.063277982545615
2026-02-21,-2.137819939400875
2026-02-22,-2.2178676036928167
2026-02-23,-2.302993732804843
2026-02-24,-2.3926876141498497
2026-02-25,-0.045518547488448635
2026-02-26,-0.2578980266370724
2026-02-27,-0.2946823562923592
2026-02-28,-0.3308188751602173
2026-03-01,-0.3656645588806261
2026-03-02,1.784654749198637
2026-03-03,1.751220063383618
2026-03-04,1.7174798238300044
2026-03-05,1.6824901115683892
2026-03-06,1.6451744827609243
2026-03-07,1.8211212979776157
2026-03-08,1.7758533503803036
2026-03-09,1.7249452726634122
2026-03-10,1.66739611045151
2026-03-11,1.6023205831758585
2026-03-12,1.7083863111726323
2026-03-13,1.6258150817054384
2026-03-14,1.533892538502243
2026-03-15,1.4322025713562896
2026-03-16,1.3204352853882249
2026-03-17,-2.2025688194716304
2026-03-18,-2.3348405876414473
2026-03-19,-2.4773322942454405
2026-03-20,-2.6298505491526116
2026-03-21,-2.7920816104197446
2026-03-22,-2.853100308420216
2026-03-23,-3.033394453970136
2026-03-24,-3.2217919313207144
2026-03-25,-3.417575627916588
2026-03-26,-3.619965520236198
2026-03-27,-0.2322567824060403
